,card_number,expiry_date,card_provider,date_payment_confirmed
6911,676398553682,,Maestro,2012-07-12
6912,349248983619490,,American Express,2013-02-21
6913,4836313390497,,VISA 13 digit,1997-12-19
6914,3598531035856980,,JCB 16 digit,2011-11-05
6915,501865770850,,Maestro,2017-01-12
6916,4594495216853,,VISA 13 digit,2020-12-01
6917,180083084765591,,JCB 15 digit,2007-07-01
6918,562062838247,,Maestro,2001-03-03
6919,4506097740373330,,VISA 16 digit,1996-01-10
6920,4855933204824840000,,VISA 19 digit,2004-04-10
6921,3569857271453710,,JCB 16 digit,2006-12-05
6922,344773822882608,,American Express,1997-02-01
6923,180067445797245,,JCB 15 digit,2002-04-02
6924,4938253871969590,,VISA 16 digit,2015-01-25
6925,4222212370874,,VISA 13 digit,2011-12-25
6926,6011501126233840,,Discover,1996-10-25
6927,575791075725,,Maestro,2012-07-19
6928,2225450942630720,,Mastercard,1994-09-04
6929,5256736416113820,,Mastercard,2004-05-17
6930,4053460173121070,,VISA 16 digit,2011-11-21
6931,213181219158152,,JCB 15 digit,2019-10-24
6932,3504555564541760,,JCB 16 digit,1992-11-25
6933,4312068011029270,,VISA 16 digit,2020-11-23
6934,3521273729656620,,JCB 16 digit,2022-01-05
6935,3570498121210690,,JCB 16 digit,1993-02-18
6936,4391028172289620000,,VISA 19 digit,1995-12-26
6937,6011267997720640,,Discover,2019-05-28
6938,4973448357827430000,,VISA 19 digit,2009-01-27
6939,30086287615861,,Diners Club / Carte Blanche,2020-11-28
6940,4557824815351380000,,VISA 19 digit,1996-05-14
6941,4444779712335140,,VISA 16 digit,2007-03-31
6942,4921201269350590,,VISA 16 digit,2017-01-06
6943,4667987209659,,VISA 13 digit,2013-05-13
6944,569188691244,,Maestro,2017-12-16
6945,346802080491980,,American Express,1997-12-16
6946,3584478454347690,,JCB 16 digit,2019-12-11
6947,2225616096468530,,Mastercard,2001-08-07
6948,370994733734947,,American Express,1998-10-13
6949,4741415883524,,VISA 13 digit,2016-09-14
6950,5476732297219720,,Mastercard,2013-12-24
6951,4031526664405,,VISA 13 digit,2011-05-05
6952,4131441024646430000,,VISA 19 digit,2007-05-01
6953,3598619677955500,,JCB 16 digit,2019-09-06
6954,36670750974659,,Diners Club / Carte Blanche,2006-04-30
6955,342578658418373,,American Express,2006-02-24
6956,3535521790056300,,JCB 16 digit,2002-03-27
6957,4433547767482,,VISA 13 digit,2015-03-28
6958,4782810016253940,,VISA 16 digit,1996-03-04
6959,30323435398656,,Diners Club / Carte Blanche,2018-05-27
6960,347282660753555,,American Express,2001-12-28
6961,30251620386337,,Diners Club / Carte Blanche,2008-10-06
6962,4809126488698080,,VISA 16 digit,1997-02-28
6963,345487056855581,,American Express,2000-01-22
6964,675920241972,,Maestro,2015-05-13
6965,4482657409468,,VISA 13 digit,2009-04-18
6966,4179969078109400,,VISA 16 digit,1999-12-31
6967,4656710834624620,,VISA 16 digit,2001-08-19
6968,502057638822,,Maestro,2022-09-10
6969,4007014923969860,,VISA 16 digit,2014-05-10
6970,6011188535177930,,Discover,2020-07-13
6971,60453860698,,Maestro,2012-02-15
6972,3532335547439950,,JCB 16 digit,2010-09-19
6973,36214981046522,,Diners Club / Carte Blanche,2016-05-18
6974,4455705490071570,,VISA 16 digit,2017-08-11
6975,30597240996008,,Diners Club / Carte Blanche,2012-03-08
6976,376450244924364,,American Express,2011-03-28
6977,6579283032404050,,Discover,2008-10-13
6978,4039343262032470,,VISA 16 digit,2013-07-27
6979,3547447218233560,,JCB 16 digit,2018-01-04
6980,501897377823,,Maestro,2003-07-18
6981,4232000136088900000,,VISA 19 digit,1995-03-10
6982,502043456073,,Maestro,2013-07-29
6983,6011677279735320,,Discover,2008-05-23
6984,4228546181825330000,,VISA 19 digit,2004-04-29
6985,3519521775445560,,JCB 16 digit,2015-08-22
6986,180042866399573,,JCB 15 digit,2007-02-18
6987,375006490577800,,American Express,2018-03-09
6988,4813326514697800,,VISA 16 digit,1995-11-12
6989,3528986895994760,,JCB 16 digit,2013-06-22
6990,30496348991716,,Diners Club / Carte Blanche,2012-08-24
6991,676136789234,,Maestro,2001-11-13
6992,3599383249730100,,JCB 16 digit,2011-01-15
6993,4579895175721530,,VISA 16 digit,1997-03-01
6994,4055625664419100,,VISA 16 digit,2022-04-24
6995,3562652862039480,,JCB 16 digit,2014-01-07
6996,4596236729813,,VISA 13 digit,2005-03-18
6997,180090299453996,,JCB 15 digit,2007-05-17
6998,2710422414888160,,Mastercard,2019-06-05
6999,6533789458547520,,Discover,2001-04-02
7000,4558682437815140,,VISA 16 digit,2005-02-15
7001,4436593142314090000,,VISA 19 digit,2003-10-18
7002,4768496741412,,VISA 13 digit,2010-02-19
7003,4604127105318860,,VISA 16 digit,2000-06-05
7004,30250686367959,,Diners Club / Carte Blanche,2016-02-28
7005,6587010156558300,,Discover,2000-10-30
7006,3526386567421700,,JCB 16 digit,2009-06-10
7007,4421015051703,,VISA 13 digit,2001-11-16
7008,2669041147855020,,Mastercard,2015-01-12
7009,180032439075370,,JCB 15 digit,2021-10-04
7010,2278093240227020,,Mastercard,2015-09-27
7011,3539906967882070,,JCB 16 digit,2020-09-22
7012,180029394197991,,JCB 15 digit,2012-07-17
7013,3577451085269620,,JCB 16 digit,2001-08-03
7014,213153814171500,,JCB 15 digit,1994-12-12
7015,180032615305054,,JCB 15 digit,2020-03-07
7016,4884217297640,,VISA 13 digit,1993-12-06
7017,30120731304978,,Diners Club / Carte Blanche,1993-07-13
7018,30485007102095,,Diners Club / Carte Blanche,1997-08-10
7019,6011822261646540,,Discover,1999-05-04
7020,341836707347873,,American Express,2018-06-12
7021,3529447047155880,,JCB 16 digit,1993-06-15
7022,639043105720,,Maestro,2007-02-12
7023,180075446603064,,JCB 15 digit,1996-01-16
7024,377450135263814,,American Express,2022-06-20
7025,30529360136768,,Diners Club / Carte Blanche,2008-09-30
7026,5438753661789450,,Mastercard,1999-05-03
7027,6011459893559430,,Discover,2011-08-14
7028,180006435317952,,JCB 15 digit,2003-11-23
7029,4138672323507180,,VISA 16 digit,1994-01-11
7030,4194191563812440000,,VISA 19 digit,2019-08-03
7031,6011706132787270,,Discover,1994-01-28
7032,4384004295097,,VISA 13 digit,2016-09-15
7033,3557442913207750,,JCB 16 digit,2009-01-19
7034,2245655078859460,,Mastercard,2001-04-28
7035,4900935302029180000,,VISA 19 digit,2000-12-01
7036,349787092923889,,American Express,1997-09-11
7037,639076987465,,Maestro,1997-07-25
7038,378781948746754,,American Express,2021-07-02
7039,6596877525105880,,Discover,1992-11-21
7040,4444182025335610,,VISA 16 digit,2010-04-02
7041,340822728056066,,American Express,2016-10-31
7042,6542783198113920,,Discover,1995-04-11
7043,4075940488101430000,,VISA 19 digit,2018-10-01
7044,4980874939550380,,VISA 16 digit,2013-08-15
7045,6591971175567850,,Discover,1997-09-09
7046,3535401159573740,,JCB 16 digit,2005-10-30
7047,3580707965339400,,JCB 16 digit,2011-08-06
7048,2714216966281380,,Mastercard,2002-11-04
7049,4482344619958,,VISA 13 digit,2015-04-06
7050,2521315226964080,,Mastercard,2007-07-29
7051,6011744955609940,,Discover,1995-07-31
7052,180023282498256,,JCB 15 digit,1995-05-23
7053,4853532856391160000,,VISA 19 digit,2007-11-21
7054,180078096269145,,JCB 15 digit,2011-12-16
7055,4978174358120,,VISA 13 digit,1999-11-04
7056,4713823992570200,,VISA 16 digit,2000-08-04
7057,4146773593337510000,,VISA 19 digit,2010-12-16
7058,3575979980991670,,JCB 16 digit,2014-05-28
7059,4432525236409120000,,VISA 19 digit,2018-12-21
7060,4684950373739140,,VISA 16 digit,1999-01-07
7061,4977576478379,,VISA 13 digit,2012-02-10
7062,4365145199181,,VISA 13 digit,2011-09-29
7063,4737495018390000,,VISA 16 digit,2019-03-05
7064,2716526174885940,,Mastercard,2009-03-12
7065,4217780377020,,VISA 13 digit,2007-11-06
7066,3504445759124620,,JCB 16 digit,2018-12-25
7067,4212170659681,,VISA 13 digit,2018-11-01
7068,2709241569091590,,Mastercard,1998-01-17
7069,4118862525150410000,,VISA 19 digit,2003-08-13
7070,4241323734059,,VISA 13 digit,2020-10-08
7071,4477357826631,,VISA 13 digit,1999-03-29
7072,349379938098660,,American Express,1994-09-09
7073,38862222285644,,Diners Club / Carte Blanche,2018-01-08
7074,4148785361711110,,VISA 16 digit,2003-10-18
7075,30166336045854,,Diners Club / Carte Blanche,2021-12-13
7076,4092039502381990,,VISA 16 digit,2001-02-09
7077,374282346401708,,American Express,1996-01-31
7078,4667813293262460,,VISA 16 digit,2001-02-08
7079,36924361262446,,Diners Club / Carte Blanche,2021-07-23
7080,4407419644443260,,VISA 16 digit,2008-03-12
7081,4568942511555430000,,VISA 19 digit,2013-03-07
7082,4983967546022,,VISA 13 digit,2007-01-19
7083,4382788110572410000,,VISA 19 digit,1998-01-24
7084,4846182679584560,,VISA 16 digit,2017-09-09
7085,2242015537509790,,Mastercard,2015-02-16
7086,5131640245044530,,Mastercard,2003-12-24
7087,3515283434176340,,JCB 16 digit,1999-11-25
7088,4677258254303000,,VISA 16 digit,1994-03-14
7089,584242451774,,Maestro,2013-06-09
7090,4215167685061410,,VISA 16 digit,1993-02-14
7091,4309733230795160,,VISA 16 digit,2016-12-01
7092,340603694919176,,American Express,2015-04-13
7093,3501395707235530,,JCB 16 digit,1994-06-04
7094,6554037686363810,,Discover,1999-12-19
7095,2712975284932740,,Mastercard,1998-06-18
7096,3531764283996500,,JCB 16 digit,2017-08-28
7097,4318419223940980000,,VISA 19 digit,2016-03-28
7098,4151744168564730000,,VISA 19 digit,1998-10-19
7099,30104436754380,,Diners Club / Carte Blanche,2003-10-11
7100,4417975334346290,,VISA 16 digit,2011-10-22
7101,180057990146682,,JCB 15 digit,1998-10-24
7102,6011831322623570,,Discover,2003-09-10
7103,4569697400018,,VISA 13 digit,2019-06-23
7104,4253865878201230,,VISA 16 digit,2005-03-28
7105,4825637971868340000,,VISA 19 digit,2012-08-29
7106,4689268158562880,,VISA 16 digit,2007-09-13
7107,375481607479341,,American Express,2007-11-05
7108,4030899690089920,,VISA 16 digit,2016-06-06
7109,3545143444996810,,JCB 16 digit,2020-10-17
7110,36427318066316,,Diners Club / Carte Blanche,2018-08-31
7111,4539619949699,,VISA 13 digit,1999-11-28
7112,4297835436326400000,,VISA 19 digit,2000-05-30
7113,639057590833,,Maestro,2018-05-12
7114,3528275139288710,,JCB 16 digit,2018-10-25
7115,3525358519477200,,JCB 16 digit,2017-07-03
7116,4848823504558,,VISA 13 digit,2010-12-15
7117,375405157981935,,American Express,2011-05-10
7118,6579959282659190,,Discover,2018-03-30
7119,30266396865611,,Diners Club / Carte Blanche,2012-03-19
7120,30390258675833,,Diners Club / Carte Blanche,2008-08-15
7121,374408744833891,,American Express,1996-04-18
7122,6521248239027970,,Discover,2006-06-08
7123,3528890748869590,,JCB 16 digit,1997-05-14
7124,4079032044091,,VISA 13 digit,2013-12-30
7125,378506648493211,,American Express,2002-11-09
7126,3506094203386720,,JCB 16 digit,2003-08-01
7127,180086664725737,,JCB 15 digit,1996-03-31
7128,4681874896318010000,,VISA 19 digit,2019-03-12
7129,30400083486023,,Diners Club / Carte Blanche,2015-11-16
7130,4884397371889300000,,VISA 19 digit,2017-05-11
7131,376459480107493,,American Express,2004-11-12
7132,6519544008088820,,Discover,1999-01-10
7133,4508481332368540000,,VISA 19 digit,1997-11-30
7134,3521607335436680,,JCB 16 digit,1996-09-18
7135,4275977084494,,VISA 13 digit,2000-06-07
7136,501896793509,,Maestro,2011-03-01
7137,374156725722977,,American Express,2000-03-02
7138,582843249142,,Maestro,2007-05-25
7139,30406256655815,,Diners Club / Carte Blanche,2000-12-23
7140,3578802325998790,,JCB 16 digit,1996-02-12
7141,349947739449413,,American Express,1993-07-02
7142,2258908885329760,,Mastercard,2001-12-27
7143,213174588318432,,JCB 15 digit,2009-11-06
7144,5449536602355270,,Mastercard,2006-04-21
7145,3526546703836530,,JCB 16 digit,1996-12-04
7146,639055734193,,Maestro,2008-10-13
7147,4731038175836720000,,VISA 19 digit,2000-01-09
7148,3569132530652430,,JCB 16 digit,2004-08-31
7149,347200407700689,,American Express,2017-04-13
7150,676368165574,,Maestro,2016-05-18
7151,4914454182229810000,,VISA 19 digit,2004-11-15
7152,3558112106416550,,JCB 16 digit,1996-05-09
7153,342678097599435,,American Express,
7154,5175494584175400,,Mastercard,2002-07-22
7155,4905366947652250000,,VISA 19 digit,2005-01-02
7156,180076259426734,,JCB 15 digit,2015-04-02
7157,3557422740766400,,JCB 16 digit,2000-05-17
7158,4105458247314350000,,VISA 19 digit,2000-05-15
7159,5163866351468650,,Mastercard,1999-03-09
7160,4208257544315320000,,VISA 19 digit,2019-11-08
7161,4670208168206530000,,VISA 19 digit,2014-10-01
7162,6011419451250500,,Discover,2006-07-10
7163,180030237085807,,JCB 15 digit,2002-11-22
7164,6011944419084080,,Discover,2019-02-21
7165,370878298572604,,American Express,2010-04-26
7166,213176879525039,,JCB 15 digit,2005-03-08
7167,630456885023,,Maestro,2014-01-02
7168,4269449982219950,,VISA 16 digit,2020-09-26
7169,2658607855142910,,Mastercard,2019-10-06
7170,6593061906385670,,Discover,2022-08-05
7171,3526924975992430,,JCB 16 digit,2021-12-05
7172,3566036877568180,,JCB 16 digit,2000-05-13
7173,3512571769848150,,JCB 16 digit,2020-09-18
7174,4446577350854,,VISA 13 digit,2014-08-01
7175,503898045391,,Maestro,2006-02-24
7176,503803679011,,Maestro,2009-06-12
7177,4431956023153610,,VISA 16 digit,2000-11-28
7178,6011645500754440,,Discover,2022-04-07
7179,5219794110460990,,Mastercard,2011-06-27
7180,346196581425831,,American Express,2014-08-11
7181,4513413637440970000,,VISA 19 digit,2008-05-08
7182,38412906079861,,Diners Club / Carte Blanche,1997-02-01
7183,4888611050625220000,,VISA 19 digit,2017-04-11
7184,6011717479038220,,Discover,2016-05-11
7185,4029595254407950,,VISA 16 digit,2017-05-19
7186,4702618242157,,VISA 13 digit,2006-11-06
7187,589085345116,,Maestro,1997-08-13
7188,2717876918403010,,Mastercard,2016-01-29
7189,343292766233190,,American Express,2009-04-17
7190,4690994449613,,VISA 13 digit,2018-03-26
7191,348831772091160,,American Express,2019-01-31
7192,4664133846145820000,,VISA 19 digit,2003-06-21
7193,371138307164110,,American Express,1993-02-05
7194,213116502002642,,JCB 15 digit,2007-07-12
7195,3525454405890750,,JCB 16 digit,2005-01-15
7196,3577541542525770,,JCB 16 digit,2000-06-15
7197,346801662737877,,American Express,2012-06-01
7198,4139387048565940000,,VISA 19 digit,2010-07-26
7199,6587831392761760,,Discover,2006-09-18
7200,502099535127,,Maestro,2010-01-17
7201,675964922859,,Maestro,2010-01-14
7202,4565846871144330000,,VISA 19 digit,1998-05-12
7203,4613353570097080,,VISA 16 digit,1998-02-10
7204,6011753058873080,,Discover,2003-09-27
7205,675925337189,,Maestro,2018-02-15
7206,30131950793882,,Diners Club / Carte Blanche,2007-10-13
7207,5356842185207250,,Mastercard,2004-07-15
7208,630427392141,,Maestro,2007-11-22
7209,346329453935831,,American Express,1996-02-08
7210,5284560466867100,,Mastercard,2020-03-29
7211,2222227437078580,,Mastercard,1997-03-27
7212,2715719384627360,,Mastercard,2009-08-22
7213,4296336213042700,,VISA 16 digit,2022-08-06
7214,4712575316620730,,VISA 16 digit,2007-09-06
7215,676366168760,,Maestro,2001-12-10
7216,3596448341929640,,JCB 16 digit,2003-09-08
7217,4544650275279890,,VISA 16 digit,2017-11-14
7218,213100482369304,,JCB 15 digit,2018-09-06
7219,3582679800194660,,JCB 16 digit,2004-11-10
7220,6011428652317800,,Discover,2013-10-26
7221,3591547749359870,,JCB 16 digit,1993-12-11
7222,347476204511442,,American Express,2018-07-15
7223,3533262273548150,,JCB 16 digit,1999-09-05
7224,346427756363584,,American Express,2021-08-23
7225,676155210518,,Maestro,2004-11-08
7226,3524940416761120,,JCB 16 digit,2022-11-04
7227,343732440639858,,American Express,2003-12-30
7228,4093255394156560000,,VISA 19 digit,1997-06-27
7229,4970569090828200000,,VISA 19 digit,2013-01-01
7230,585738109768,,Maestro,1996-02-10
7231,30182866250244,,Diners Club / Carte Blanche,1993-04-01
7232,374227304429639,,American Express,2004-08-17
7233,4035949066072780,,VISA 16 digit,2014-02-21
7234,630410294502,,Maestro,2017-09-03
7235,630498993660,,Maestro,2014-02-21
7236,4444049030630750000,,VISA 19 digit,2009-07-27
7237,6529281529064580,,Discover,2020-09-15
7238,4293106132092470,,VISA 16 digit,2007-09-26
7239,4632761105499,,VISA 13 digit,2017-08-30
7240,347667065697037,,American Express,2016-08-20
7241,377392505077061,,American Express,2009-12-07
7242,630413347695,,Maestro,1996-09-30
7243,4791625022885350000,,VISA 19 digit,1998-11-28
7244,4169086275122340,,VISA 16 digit,2004-11-26
7245,30540083882109,,Diners Club / Carte Blanche,2019-10-31
7246,4464762413386610,,VISA 16 digit,2019-11-21
7247,4598092192749730000,,VISA 19 digit,2005-07-20
7248,3540055371666500,,JCB 16 digit,2001-05-12
7249,2296305244331570,,Mastercard,2004-03-05
7250,346851917162314,,American Express,1999-05-09
7251,4000927432399,,VISA 13 digit,2016-06-09
7252,4323812513130890,,VISA 16 digit,2004-06-05
7253,6011160336337930,,Discover,2016-09-12
7254,3588283252457120,,JCB 16 digit,1995-11-18
7255,4393588695583070000,,VISA 19 digit,2013-02-20
7256,3552601660768290,,JCB 16 digit,2022-10-03
7257,180041639849377,,JCB 15 digit,2009-04-27
7258,675913001979,,Maestro,2001-03-01
7259,180085696434631,,JCB 15 digit,2010-04-06
7260,4036884916356010000,,VISA 19 digit,2011-04-28
7261,340440770636246,,American Express,2010-05-02
7262,3555532488330070,,JCB 16 digit,1996-03-27
7263,501820686639,,Maestro,2005-05-23
7264,4103544249847510000,,VISA 19 digit,2010-04-10
7265,6011397330357500,,Discover,1999-11-18
7266,4528843198409560000,,VISA 19 digit,2011-05-10
7267,180010535206420,,JCB 15 digit,2005-11-04
7268,6011566511054140,,Discover,2014-01-31
7269,180082502842198,,JCB 15 digit,2001-05-27
7270,4281719051999,,VISA 13 digit,2004-09-03
7271,4556150375865170000,,VISA 19 digit,1994-07-01
7272,4968395412640,,VISA 13 digit,1996-12-25
7273,348060251135971,,American Express,2013-04-25
7274,180078048106072,,JCB 15 digit,1994-12-12
7275,4134658152236600,,VISA 16 digit,2016-12-01
7276,676150247937,,Maestro,1997-05-15
7277,4941031854236,,VISA 13 digit,2000-10-12
7278,38421975197306,,Diners Club / Carte Blanche,1993-08-06
7279,4925723546563120,,VISA 16 digit,2017-06-05
7280,4237759591179,,VISA 13 digit,1997-04-09
7281,4031561402729,,VISA 13 digit,2020-12-08
7282,4579914449490,,VISA 13 digit,2017-07-30
7283,5415401855296570,,Mastercard,1993-05-06
7284,2300304422257650,,Mastercard,2004-01-15
7285,2262441000070540,,Mastercard,2013-11-29
7286,676295310319,,Maestro,2004-11-11
7287,676145019441,,Maestro,2018-02-15
7288,4708918980195070,,VISA 16 digit,2020-04-24
7289,180078195311400,,JCB 15 digit,2003-10-04
7290,6011305901238370,,Discover,2010-09-10
7291,4711553293505,,VISA 13 digit,2011-11-12
7292,4026061134246380,,VISA 16 digit,2018-08-01
7293,30523873907567,,Diners Club / Carte Blanche,1998-03-22
7294,3504876754670420,,JCB 16 digit,1996-12-13
7295,3501876553396790,,JCB 16 digit,2000-02-01
7296,639032955143,,Maestro,2005-06-09
7297,213165589206782,,JCB 15 digit,2011-10-07
7298,371781292847437,,American Express,2011-07-17
7299,6011094662539430,,Discover,2012-04-01
7300,4692499384585350,,VISA 16 digit,2002-05-30
7301,4446321246898710,,VISA 16 digit,1998-05-31
7302,3556889747883480,,JCB 16 digit,2010-11-24
7303,3556480771118770,,JCB 16 digit,1996-09-20
7304,4244107545220,,VISA 13 digit,2008-04-08
7305,30510397224926,,Diners Club / Carte Blanche,1993-10-22
7306,4914728584337040,,VISA 16 digit,2008-09-15
7307,2228326655232160,,Mastercard,2006-07-04
7308,3524996582532550,,JCB 16 digit,2014-01-25
7309,373875021393750,,American Express,2017-02-19
7310,36521668393906,,Diners Club / Carte Blanche,2016-08-12
7311,2265565682892770,,Mastercard,2019-10-20
7312,4490172427594120000,,VISA 19 digit,1997-10-18
7313,180094057628849,,JCB 15 digit,2006-03-15
7314,6524813227497700,,Discover,2018-06-29
7315,3519137415182360,,JCB 16 digit,2011-07-14
7316,213199851697188,,JCB 15 digit,2010-04-17
7317,213142367964460,,JCB 15 digit,2000-01-23
7318,180019693280739,,JCB 15 digit,2015-08-24
7319,6523276352434180,,Discover,2008-03-26
